review_id,review_text,prod_id,review_date,predicted_sentiment
18,سماعه حلو,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
19,ممتازة جدا با النسبة بسعرها,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
20,شكرا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
21,ممتاز,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
22,منتج ممتاز جدا وبجوده صوت عاليه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
23,جامدة مفيهاش غلطة الحاجة الوحديدة اللى بتضايق ان ان انا مبعرفش نسبة بطارية البوكس غير كده كل حاجة تمام احلى حاجة ان هى مش بتفصل بسهولة وبتشحن بسرعة,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
24,سعرها كويس و صوتها كويس بس المايك ضايع في حاجات بمايك احسن شويه وبنفس السعر,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
25,عملية جدا جدا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
26,كويسه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
27,منتج جميل جداا خامة وصوت والتعامل مع امازون قمة في الاحترام,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
28,صوتها حلو جدا وسعرها بعد الخصم تحفه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
29,"وصلني المنتج بس خلي بالك البائع امازون
كوييسه جدا السماعه",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
30,حلوه بس مش مريحه بس صوتها روعه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
31,جامد,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
32,السماعة نضيفة و صوتها عالي و واضح و بتشحن بسرعة و فعلا قيمة مقابل سعر بس أديتها أربع نجوم عشان مش مريحة للناس اللي ودنهم صغيرة و كمان ناقصها خاصية عزل الضوضاء نصيحتي لو ميزانيتك تسمح تزود هات النسخة ال NC و كمان لو هتسخدمها في الألعاب ف بلاش عشان في تأخير ملحوظ حتي لو في وضع الجمينج,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
33,جبتها انهارده وصوتها حلو وتستاهل بصراحه في وش خفيف بس كده ف الصوت بس مش مزعج اوي,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
34,حلوه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
35,"الحمد لله
السماعة اصلية من ANKER
وجودة الصوت والبطارية ممتازة
لم أجد فيها عيبًا",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
36,تستاهل كل جنيه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
37,"الصراحة السماعه فيها عزل صوتي كويس جدا حتي في الزحمه والدوشه.
كواليتي الصوت ممتازة ومميزة.
ولكن للأسف تاخد 4 نجوم فقط بسبب المايك.
المايك في المكالمات سئ جدا.
اكثر من شخص اشتكى من الدوشه اثناء ما بيكلموني وبيقولو ان الاصوات الي جمبي صوتها اوضح واعلي مني انا شخصيا.",B0C9MNT48D,2025-11-29 22:05:00,محايد
38,يخربيت الجمدان,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
39,ممتازة جدا مفهاش عيب,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
40,ممتازة,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
41,هي حلوه بس الصوت بيقطع احيانن,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
42,اربع نجوم بسبب.....,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
43,جيد,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
44,صوتها في الالعاب زفت متأخر مع تشغيل الجيم مود,B0C9MNT48D,2025-11-29 22:05:00,سلبي
45,فوق الممتازه جدا جدا جدا بدون مبلغه اقسم بالله بعد استخدام حوالى سنه بدون مشاكل وكوالتى عالى كصوت وبيز بس هو البيز ممكن يكون قوليل سنه بسيطه جدا عن سماعه الاوريمو فرى بودذ ليت لو استخدمت سماعه اوريمو قبل كده وممكن لو شويه هوه جمدين جاهم ممكن البلتوز يقطع سنه بسيطه وده الطبيعى بس ك كولتى صوت متتقارنش بيها كل حاجه فيها مظبوطه تجربه بريميم على سعرها,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
46,منتج جميل وسعره كويس,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
47,سعر مقابل قيمه اداء فوق المتوسط جيده في الفئه السعريه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
48,ممتازه بالنسبة لسعرها,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
49,"بعد ٦ شهور استخدام
أقدر أقول تقييمي فيها
ال connection
حلو سواء فردة أو آتنين
الصوت فيها حلو مع الميديا أو إنك بتمسع اغني أو إنك بتتكلم في التلفون
استخدام مقاس الجلد المناسب مخلهاش تبقي مزعجه فالاذن
ثابته فى مكانها بدرجه عاليه
الشحن بيقعد فترات معايا بدرجه انى بشحنها لما بحسن إنها بقالها فتره متشحنتش
اوحش حاجه فيها إن مفهاش
noise cancelation
يعني وانت في باص انسي إن الطرف التاني يسمعك
لازم تبقي في مكان مغلق وهادي وهيديك تجربه حلوة المايك",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
50,السماعه حلوه صوتها عالي بس ركنتها ولم استخدمها بسبب بتاثر على الاذن ارجو من المستخدمين ما حدش يعلي الصوت على الاخر,B0C9MNT48D,2025-11-29 22:05:00,محايد
51,قيمة مقابل سعر,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
52,جاري التجربه هي لحد دلوقت كويسه ف المكالمات لسه هجرب ةهرجع افيدكوا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
53,الشحن سريع والسماعة حلوة بطاريتها وصوتها حلوين هو بس في عيب صغير ان لما مش بشغل اغنية بيبقي في صوت شوشرة بسيطة بس مش مؤذية,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
54,ممتاز,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
55,الصراحة الصوت والبييز تحفة، لدرجة انى كنت بحتاج اوطي الصوت وهو تحت النص، الدرايفر بيسد الودن فتحي انه عامل عزل بس متواضع، المايك كويس لو فى مكان هادي، انما برا، فمحدش هيسمعك، البطارية كويسة جدا الصراحة اول ما استلمتها فضلت ٣ او ٤ ايام لحد ما فصلت خالص، كل المشاكل اللى اتكلم عليها عمو احمد المراجع الشرير، اتحلت بالتحديثات والدنيا بقت احسن، قابلنى مشكلة واحدة وهي ان بيحصل تقطيع بسيط وترجع تعمل اتصال تاني، مش عارف ده سببه ايه عشان كده عملت استبدال وان شاء الله يكون البديل مفهوش المشكلة دى,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
56,حلوه لكن العزل فيها اي كلام اللي قدامك سامع الاصوات اللي حواليك اكتر من صوتك انت شخصيا,B0C9MNT48D,2025-11-29 22:05:00,محايد
57,كويسة بس مش مقاومة للمياه,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
58,انا بنسى شحنتها امتى من كتر ما هي بتقعد معايا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
59,السماعات ممتازة والشحن بتاعها بيقعد فترة طويلة للأسف مش معاها ضمان شركة اتصال وهي الوكيل المصري لانكور ولكن طبعا اصلية والصوت فيها قوي وبتلقط إشارة من مسافة بعيدة وبوضوح عشان لو بتتحرك بعيد عن الموبايل و التحكم فيها من التطبيق عشان تخصص التاتش بتاعها زي ما تحب ولكن اعدادت الصوت المختلفة زي الequalizer وغيره لا تعمل أبدا ولكن أنا مش محتاجه والبائع امازون,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
60,"اشتريته من يومين والفردة اليمين بتعلق هتواصل معاهم واشوف هيعملوا ايه بعدين احط تعليق
تعديل
عملت مرتجع ونجحت العملية وتم إصدار مبلغ الدفع يوم ٩ سبتمبر دلوقت مر اسبوعين ولم استلم المبلغ والشركة بتقولي مفيش اي مبلغ وصلت حساب حضرتك بحاول اتواصل مع امازون مصر بكل الطرق مش عارف اوصل لحد منهم ارجو حد من خدمة العملاء يكلمني ضروري لأن كدة عيب",B0C9MNT48D,2025-11-29 22:05:00,سلبي
61,رائع,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
62,سماعة محترمة جدا كصوت وخامات وقعت كذا مرة وقعات غشيمة ومجرالهاش حاجة,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
63,حلوه جبتها في عرض بلاك فرايداي ب٥٢٠ اعتقد بسعرها الحالي جميله برضوا بس في صفقات احسن السماعه حلوه وصوتها جميل نزل التطبيق وخليه على وضع التريبل بدل البيس هتعلى كم درجه في الصوت خامتها جميله ساعات بتضايقك في الودن بس حليت المشكله باني غير الجلده للاصغر عزل الجلد كويس برضوا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
64,جميله جدا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
65,صوت جيد في الاغاني ولكننا ليست جيدة في المكالمات وبطارية قوية جدا,B0C9MNT48D,2025-11-29 22:05:00,محايد
66,منتج جميل و يعيبه عزل الصوت,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
67,اولا التوصيل كان سريع وبالنسبه للسماعه فهي جميله في كل حاجه وحلوه برضوا للي بيلعب ببجي لاني استخدمتها وملاقتش اي تاخير نهائي في اللعبه بس فيها عيب ان الفرده اليمين واطيه عن الشمال بس مش فرق كبير يعني وبالنسبه للمظهر ف هو جميل والتصميم جميل,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
68,جيد جدا ومناسب للسعر,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
69,الصوت تمام جدا والبطارية ممتازة بس المايك مش احسن حاجة,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
70,من حلوتها جبت اتنين واحده,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
71,منتج اصلى لكن لا يوجد علية ملصق ضمان شركة إتصال المعروف عن منتجات انكر,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
72,جميلة لكن ينقصها بيان شاشة لبيان المتبقى من الشحن,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
73,"الصوت بتاعها تحفه

ولكن اسوأ جودة مايك علي الاطلاق
وكمان الفردة الشمال مابتشحنش في الكيس فيها عيب صناعه",B0C9MNT48D,2025-11-29 22:05:00,محايد
74,للاسف لا تتوافق مع برنامج souncore,B0C9MNT48D,2025-11-29 22:05:00,محايد
75,ممتازه وسعرها مناسب ولكن لو في موديل اجدد انصح بيه ولكن لو البادجت مختلفه ف دي مناسبه قوي قوي,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
76,"صوت جيد لكن يجب ضغطها في الاذن للداخل جيدآ حتى تحصل علي البيز وجوده صوت جيد
الشحن ممتاز 10/10
الصوت اثناء المكالمات في الضوضاء 7/10

تقييم إجمالى 8/10 بالنسبه لسعرها الحالى لكن بالسعر قبل الخصم تعتبر غاليه",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
77,حرفياً أفضل ايربودز ف الفئة الاقتصادية بدون منافس وقيمة مقابل سعر بدرجة غير متوقعة وميعيبهاش غير الميكروفون أثناء المكالمات فقط لاغير بس أصلاً عشان تجيب ايربودز ميكروفونها كويس ف عزل المكالمات مش هيبقى ف الفئة السعرية دى نهائى كدا كدا,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
78,اول ما تحط التليفون فى جيبى السماعة بتقطع معى ومدى البلوتوث السماعة كان قليل,B0C9MNT48D,2025-11-29 22:05:00,سلبي
79,"سماعه محترمة جدا الصوت فيها كويس
والمايك كويس، مش احسن حاجة في الاماكن المزعجه
وقت الشحن كويس جدا
خامات علبة الشحن من البلاستيك بس مقبول
التطبيق : علي قده مش احسن حاجه
مش بتعرف علبة الشحن فيها قد ايه
فيها وضع الالعاب من التطبيق ، بس مش مناسبة للالعاب زي ببجي
في المجمل قيمة مقابل سعر ، تستاهل سعرها في حدود ال 750",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
80,سماعة فوق الخيال كل حاجه فيها حرفيًا احسن سماعه في فئتها انا جربت سماعة اولى الي قريبه منها في السعر واحب اقولك ان دي صوتها اعلى وانقى واحسن لكن يعيبها حاجتين شكلها في الاذن كبيره شويه لكن منظرها مقبول جدًا وطبيعي نوعًا ما بالنسبه للسعر وتاني مشكله ان المايك بتاعها بيلقط اي صوت حواليك لو انت في مكان زحمه او شغل واجيبها علشان مكالمات بلاش لكن لو هتقعد في مكان هادي هاتها وانت متطمن,B0C9MNT48D,2025-11-29 22:05:00,إيجابي
81,من غير ضمان محلي ضمان مصر اتصال مفيش و مفيش عزل كويس ومايك مقبول مش اقوي حاجه و لازم جراب ليها وحجمها كبير في ودن مش اي وظن هيثبت فيها للاسف وبتوجع الودن بعض اوقاات,B0C9MNT48D,2025-11-29 22:05:00,محايد
82,"سماعة حلوة صوتها جميل و عالي, احيانا قليلة الصوت بيقطع بس بيرجع كويس على طول, وصلته ع الايفون و اشتغل كويس",B0C9MNT48D,2025-11-29 22:05:00,إيجابي
83,منتج غير مشمول بضمان,B0C9MNT48D,2025-11-29 22:05:00,سلبي
84,مش افضل حاجه فالفئه السعريه,B0C9MNT48D,2025-11-29 22:05:00,محايد
85,"السماعة صوتها نقى جدا وفيها عزل ضوضاء ممتاز يخليك متسمعش اى اصوات محيطة غير اللى خارجة منها فقط
تقدر تتحكم فيها من خلال الابلكيشن ساوند كور وبينزل تحديث ليها كمان من خلالة وفيه تحكم كتير فى درجة العزل و 22 ملف صوتى تقدر تختار اللى يناسبك
اهم حاجة المايك بالتجربة الفعلية فى الاماكن الهادية بالبيت او المكتب الصوت واضح جدا ونقى
وبتجربتة فى الشارع مع زحمة المواصلات والكلاكسات وصوت الهواء والعصافير تم ملاحظة ان الصوت واضح جدا ايضا ولكن صوت العربيات والعصافير بيظهر فى الخلفية ولو قريب جدا
المصدر بيكون الصوت واضح اوى
ملحوظة لو صوت الشارع ضوضاء عالية من العربيات والكلاكسات السماعة هتحاول تعزل الصوت فعلا بس فى المقابل بتقلل جودة صوتك بيظهر اقل وضوحا

السماعة مدة تشغيلها كبيرة جدا زى ما مكتوب فعلا بييجى معاها كيبل الشحن والكتالوج و مقاسين سيلكون اضافى
السماعة بالضمان مكتوب على العلبة فمحدش يقلق من الضمان وللعلم انا شاريها من امازون نفسة مع انه كان اغلى 45 ج بس
كخدمة بعد البيع بيبقوا اسرع

التقييم النهائى
جودة الصوت ونقاؤة 10/10
المايك 9/10
العزل فى الاغانى 10/10
التحكم فى السماعة 10/10",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
86,أفضل سماعه بلا منافس في الفئة الاقتصادية,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
87,السماعة جميلة بقالها معايا كذا شهر لكن فيها كذا مشكلة منها ان السماعة بتتزحلق علي طول وبشكل مستفز من الأذن وكذا مرة وقعت مني في الشارع من الأذن ثاني حاجة ساعات بلاقيها بتزن في الأذن اليمني بدون سبب بس كمجمل السماعة قيمة مقابل سعر تحفة,B0D6BPY3SC,2025-11-29 22:05:00,محايد
88,رائعة في الاغاني ومانع الضوضاء حكاية والمايك اداءه عالي,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
89,"ممتازه في كل شيء
قيمة مقابل سعر",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
90,"ممتاز
جوده وقيمه مقابل سعر",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
91,"السماعة كاصوت جميلة البيز عالى وصوتها واضح وحلو
السماعة كاميك ممتاز فى الاماكن الهادية يعنى لو بتتكلم من البيت اما لوطلعت فى الشارع الى هايكمك هايقلك كل شوية ايه ايه ايه ايه بس الى رمالك الى اخر الاغنية
من حيث البطارية كويسة
حجم البوكس كبير شوية بيبقى باين اوى فى الجيب",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
92,سماعه كوايسه ولاكن فى المواصلات والصوت العالى مش احسن حاجا اما بعيد عن الدوشه صوت رائع,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
93,كما بالوصف سماعه ممتازة صوتها نقى تقنية العزل جيدة شكرا امازون,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
94,الصوت حلو اوي المايك حلو,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
95,ممتازة,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
96,جميلة قيمة مقابل سعر,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
97,تم,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
98,"ممتازه قيمة مقابل سعر
انصح بها",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
99,عايز الفاتورة بتاعت المنتج,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
100,سماعات ممتازة عازلة الضوضاء,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
101,"سماعة رائعة و صوت ممتاز . عزل المكالمات متوسط .عيبها لا يوجد مؤشر لشحن بطارية الcase على الapplication.
قيمة مقابل سعر .",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
102,كل الكلام الي اتقال عليها بالسلب غير صحيح المنت رائع جدا حمل التطبيق لكي تحصل على جميع المزايا والتحديثات,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
103,كويسه,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
104,ممتاز جدا,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
105,سماعه جميله بصراحه,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
106,جملية وهتفيدك لو انت هتحتاجها في المكالمات هتبقي اختيار مميز لكن لو هتسمع فقط العاب او فيديوهات او الصوت فقط يبقي R50i العادية هتبقي مناسبة ومش وجيد وانا امتلك الاثنين اينعم R50 nc افضل وفيها مميزات اكثر مثل الصوت المحيطي والعزل لكن r50i هتسد معاك لو احتياجك عادي,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
107,"سماعه حلوه بس فيها عيوب زي انك مش محتاج تدفع الفرق ده كله في السعر عشان مجرد لون وما تخافش من امازون في خدمه ما بعد البيع السماعه مش هتجيلك بضمان الوكيل اللي اسمه اتصال ولكن تتصلح عند اتصال ولو اتصال لرفض بس اتصل بامازون وهم بيعوضوك سيبك من كلام اللي مكتوب على جروبات الفيسبوك لان كله للاسف في مصلحه الوكيل اللي بيبيع بسعر غالي بس اتاكد ان البائع هو امازون
وانك ما تعرفش مستوى شحن البطاريه في الصندوق قد ايه بتاع السماعات",B0D6BPY3SC,2025-11-29 22:05:00,محايد
108,"مناسبة لسعرها
الصوت كويس والشحن ممتاز بيقعد وقت كويس ، المايك مقبول.. ف الزحمه ممكن الصوت يكون مش واضح أوى.. يعنى محتاج تتكلم بصوت عالى عشان تتسمع",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
109,اصلية,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
110,سماعة جميلة وشيك وخامة كويسة بس صوت المايك غير واضح,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
111,صوتها جميل لكن بالمقارنة بسعرها غالية,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
112,"بصراحه السماعه ممتازه وصوتها جميل جدا والعزل فيها رهيب
وبتتحكم فكل حاجا ف السماعه لما بتربطها بالابلكيشن بتعها
المنتجات بتاعه أنكر عموما ممتازة بصراحة",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
113,اكسلنت,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
114,انص بيها ١٠٠٪,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
115,صوتها جميل لكن العزل بتعها ضعيف جدا يكاد يكون معدووم,B0D6BPY3SC,2025-11-29 22:05:00,محايد
116,سماعه ممتازه وعزل الصوت والبيس فيها وايق,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
117,ممتاز جداً لكن مع الوقت الباب بيضعف و البوكس بيفتح لوحده لو انت ماشي و معلقه في البنطلون و بسبب الموضوع ده وقع مني فرده منهم,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
118,"العزل بتاعها كويس جدا مقابل السعر .
الصوت مش حلو اوي وواطي .
المايكات تاخد نجمه واحده.",B0D6BPY3SC,2025-11-29 22:05:00,محايد
119,"حلوه
بس العزل مش احسن حاجه والمايك اديله ٦٠٪",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
120,سمعات جيده جدا وخامات ممتازه وبطاريه جيده ك كم,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
121,الصوت كويس جدا المايك سئ سئ سئ للغايه,B0D6BPY3SC,2025-11-29 22:05:00,محايد
122,سعر مقابل قيمة سماعات جيده جدا,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
123,"رائعة في الاستخدام اليومي
مشكلتها الوحيدة العزل ضعيف مع الهواء",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
124,المنتج جيد جدا في صوت الموسيقى لكن صوت الاتصال ضعيف جدا,B0D6BPY3SC,2025-11-29 22:05:00,محايد
125,"سماعه حلوه بس فيها عيوب زي انك مش محتاج تدفع الفرق ده كله في السعر عشان مجرد لون
واي لون غير الاسود مش هيكون شكله حلو انا معايا اللون الابيض في اول يوم بعت لونها اصفر وما تخافش من امازون في خدمه ما بعد البيع السماعه مش هتجيلك بضمان الوكيل اللي اسمه اتصال ولكن تتصلح عند اتصال ولو اتصال لرفض بس اتصل بامازون وهم بيعوضوك سيبك من كلام اللي مكتوب على جروبات الفيسبوك لان كله للاسف في مصلحه الوكيل اللي بيبيع بسعر غالي بس اتاكد ان البائع هو امازون
وانك ما تعرفش مستوى شحن البطاريه في الصندوق قد ايه بتاع السماعات",B0D6BPY3SC,2025-11-29 22:05:00,محايد
126,سماعه روعه,B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
127,"السماعه حلوة جدا ومظبوطه من كل اتجاه الا اتجاهين
ملهاش ضمان للاسف
السماعة تشغل نغمة الهاتف بدلًا من نغمتها الخاصة
عدا ذلك فكعزل ومكالمات ولعب وصوت ١٠على١٠",B0D6BPY3SC,2025-11-29 22:05:00,إيجابي
