review_id,review_text,prod_id,review_date,predicted_sentiment
553,"قيمه مقابل سعر
تجربه ممتازه وجوده كويسه جدا",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
554,"١- السماعة دي اشتريتها ٣ مرات من امازون ونفس المشاكل كل مرة
٢- اشتريت السماعة من التوكيل اخر مرة وطلع نفس المشاكل
المايك سئ جدآ والعزل مش شغال وصوت السماعة اليمين بيقطع حتي لو مش مشغل حاجة بتسمع صوت خروشة

رحت توكيل اتصال ورفضوا تماما الاستبدال او الاسترجاع بالرغم من اني وديتها اول اسبوع للشراء

اضطريت ابيعها جديدة وخسرت فيها ٦٠٠ جنيه

المرة دي اشتريت السماعة من امازون وقولت يمكن بعد الفترة دي كلها تبقي كويسة.
اشتغلت اول ساعة كويس بعدين الفردة اليمين بتعمل خروشة سواء مشغل حاجة او لا . لازم تطفيها وتشغلها تاني

بجد لا انصح بشراء السماعة دي كلها مشاكل حتي في التوكيل الناس كلها كانت بتشتكي من دي وبس",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
555,تتلف بسرعة,B0BZV4QFP8,2025-11-29 22:07:24,محايد
556,سماعه تحفه بمعني الكلمه,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
557,"جت و كانت كويسة جدا
لكن ماجاش معاها ضمان زي ما كان مكتوب
لو في امكانية يتبعتلي حتي لو كانت سوفت علي الميل",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
558,"السماعه ممتازه كقيمه مقابل سعر
هي افضل حاجه في الفقه السعريه دي
العلبه جت مقفوله وتمام ولكن بدون استيكر اتصال لضمان
انكر المعتمد في مصر",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
559,ممتازة صوت واضح ونقي وفيها خيارات كتير وعزل الضوضاء حلو جدا,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
560,"المنتج محترم والباكينج بتاعه محترم جدا.
السماعات جودة الصوت فيها رائع وصوت المايك كويس جدا والسماعات الصوت فيها فوق الرائع في الموسيقي والمكالمات
عزل الضوضاء جيد جدا.
جاري التجربة لفترة أطول للتأكد من ساعات التشغيل وشحت العلبة كمان.",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
561,عزل ضعيف جدا,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
562,السعر ينزل عن كده كتير عشان الحاله وحشه,B0BZV4QFP8,2025-11-29 22:07:24,محايد
563,"بشكل عام السماعة ممتازة كقيمة مقابل سعر
والعزل بتاعها محترم جداً وصوت نقي وواضح وفي المكالمات كمان
واجمل حاجه فيها البطارية",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
564,السماعة كويسة جداً و المايك صوته مظبوظ ، خاصية منع الضوضاء noise cancellation شغالة بشكل ممتاز جداً ، حتي في الشارع او في مواصلات او في السفر ينفع من غير ما اشغل اي موسيقي اقفل علي كل الصوت و الإزعاج اللي جنبي. البرنامج بتاع السماعة سهل جداً و نقدر بسهولة نتحكم ف كل حاجة. التاتش بتاع السماعة عشان تفتح او تنهي مكالمة من لمسة خفيفة . انصح الناس تشتريها طبعاً,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
565,كويس بس العزل مش احسن حاجة,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
566,"السماعه فوق التوقعات كتير بيقولو المكالمات فيها مش احسن حاجه بقالي ٤ ايام بستخدمها في كل مكالمات في الكافيهه وأنا سايق في البيت
في الشغل محدش قالي مش سامعك
من الطرف الي بكلمه حقيقي الميكات ١٠٠٪
السماعه عمليه تستحق ثمنها
عزل الضوضاء مش مبهر بس بقلل كل الدوشه حوليك لو اخترت كوتشه ودان منسبه يحقق نتيجه افضل بس كويس جدا جدا",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
567,السماعه ممتازه سواء جودة الخامات او جودة الصوت السماعه صوتها عالى و جميل جدا حاجه ممتازه ال ear tips جودتها عاليه و ناعمه و مريحه جدا و عازل الضوضاء متعه بصراحه سماعه جميله جدا لكن بالنسبه لجودة المكالمات مش احسن حاجه لكنها بتمشي الحال و الطرف التانى هيسمعك بدون ازعاج فى الاماكن الهاديه لكن منصحش بيها لو فى الشارع هى سماعة ميوزك اكتر منها مكالمات,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
568,الشيء الذي ينقصها الضمان تقريباً بدون ضمان اتصال او اي ضمان تاني,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
569,"السماعه جميله جدا وصوتها ممتاز مع تجربه العزل اللي بيعزل الضوضاء بنسبه عاليه جدا
ده غير أداء المايك ف المكالمات واضح جدا يعني اللي
بيكلمك مش هيحس انك بتتكلم من سماعه بلوتوث
لو عايز صوت مميز وبيز عالي مع مايك يعتمد عليه ف المكالمات انصح بشرائها",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
570,لو حد حابب يشتريها ف هي بتيجي ضمان دولي مش ضمان اتصال,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
571,ممتازه في المكالمات والصوتيات. ولكنها ليست الافضل في العزل,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
572,"الصوت والتصميم جميل والعزل قوى وحقيقى
العيب من وجهة نظرى انك متقدرش تغير لوضع العزل اثناء تلقى المكالمات",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
573,"الصوت كويس في المزيكا
في المكالمات الأداء معقول جدآ
أكبر عيب هو البطارية للأسف مابتكملش ساعة إلا ربع مكالمات أو ساعتين مزيكا
السعر كمان عالي على السماعة دي
شايف ان
R50i NC
بتقدم نفس الأداء بالضبط و بأقل من نصف السعر",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
574,جيد جدا.,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
575,ضمان دولى,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
576,قيمة مقابل سعر تستحق سعرها والصوت ممتاز في المكالمات حتى لو في وسط زحمة,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
577,سمعات كويسة جدا... صوتها حلو وعالي وفيها خاصية noise cancelation مابتسمعش اي حاجة حواليك طول الاستخدام .. المايك ممتاز جدا... بشكل عام سماعة محترمة..,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
578,"سماعة جودتها ممتازة
صوت رائع
عزل ممتاز
مايك جيدا جدا في اغلب للظروف",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
579,منتج جيد جدا ، عيبها فقط هي حجمها انا شايفها ضخمه وغير مريحه في حملها في اليد او الجيب ، وحجها في الاذن ايضا كبير.,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
580,لماذا تاخر استرجاع المبلغ الخاص بي,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
581,"ممكن حد يعرفنى اتاكد من انها ضمان محلى الوكيل اذاى كنت شاريها قبل كدا عليها ملصق الوكيل
المره دى لا وخدمة العملاء قالت ضمان بس عايز اتاكد",B0BZV4QFP8,2025-11-29 22:07:24,محايد
582,حلو اوي والعزل رهيب والصوت جميل جدا ، لكن لو ودانك صغيرة هتوجعك اوي مع الفترات الطويلة ، لو ودنك عادية فاهي مريحة اوي,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
583,السماعه شيك عمر البطاريه رهيب وقت الاستماع رهيب صوت الموسيقية رهيب العزل ممتاز صوت المكلمات جيد جدا عشان كده تستحق ٥ نجوم,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
584,"البطاريه قويه والصوت حلو وتصميم جذاب وسعر تانفسي
دي تجربه اول يوم وان شاء الله رايي ميتغيرش",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
585,صوت ممتاز و حرفيا بشغلها و الصوت أقل من النص مش سامع أي حاجه حرفيا حواليا,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
586,"السماعه صوتها كويس بس بعد اقل من سنه السماعه اليمين بدأت تخلص شحن بسرعه والتوكيل من راضي يغيرها وبيقول انها مفيهاش مشكله مع انها مبتقعدش اكتر من ٣٠ دقيقه علي الشحنه الواحده مع انه السماعه الشمال شغاله مظبوط وبتقعد اكتر من ٥ ساعات علي شحنه واحده فكدا عيب تصنيع
لا ارشح المنتج بسبب توكيل اتصال النصاب",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
587,"منتجات انكر الوكيل المعتمد لها بمصر شركه (اتصال) وعشان تميز منتجتها بتحط لوجو اتصال عيها
برغم ان امازون كلتبه ان في ضمان ١٨ شهر لما اشتلمت السماعه لقيت معلهاش اللوجو اتواصلت مع التوكيل قالوا ليا اي منتج مش عليه اللوجو يبقى ضمناها دولي واحنا مش مسؤولين عنه
طبعا خدمه عملاء امازون بيقولوا كلام مغاير وان الضمان بشهاده ضريبيه اللي اتصال مش بتعترف بيها

فكمية تضليل من امازون غريبه",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
588,السماعه جايه من غير ضمان على عكس الوصف ان هي ميعاده 18 شهر,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
589,ازاي اتاكد من الضمان,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
590,ممتازة,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
591,المنتج جيد معروف البائع يرد علي كافه الاستفسارات للاسف المنتج ليس له ضمان او مركز تصليح او قطع غيار وهو اسو ما في المنتج,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
592,الصوت فيها ممتاز وفيه بيز ودرجات صوت واضحه والعزل حاسس بيه انصح بيها,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
593,جيد,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
594,جاتلي الضمان الدولي مش المحلي دول ناس كدابه و بتخدع,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
595,السماعة ممتازة في المكالمات ودي كانت بالنسبالي اهم حاجة عزل ممتاز صوت واضح,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
596,منتج جميل ومن افضل المنتجات اللي تدفع فيها فلوس,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
597,لا تعليق بجد، سماعه خيال وشيك جدا وجوده عاليه فوق الوصف,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
598,مستهلكة جدا,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
599,ممتازه فعلا جدا,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
600,مكتوب في الإسم إنها بضمان محلي ١٨ شهر و الضمان المحلي هنا في مصر هو شركة إتصال و كلمتهم قالوا لو العلبة مش عليها الاستيكر بتاعهم تبقي من غير ضمان و طلبتها مرتين مرة منهم البائع من امازون و برضه جات من غير ضمان.,B0BZV4QFP8,2025-11-29 22:07:24,محايد
601,"سماعات سيئة جداً و باظت بعد 4 او 5 شهور من الاستخدام، وديتها الضمام في اتصال و بقالهم اسبوعين بيدوروا على قطعه تانية يدهالي بدالها، منتج سئ و خدمة ما بعد البيع اسوأ

ماحدش يشتريها",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
602,السماعه وصلت مفتوحه قبل كده لان كانت مليانه من جوه العلبه تراب وكان عليها كذا بقعه وهي عموما صوتها كويس جدا والعزل كويس جدا لكن للاسف الصوت اعلي حاجه فيه برضو واطيه,B0BZV4QFP8,2025-11-29 22:07:24,محايد
603,جميلة و صوتها نقي جداً و بتقعد كتير جداً لحد ما تفصل,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
604,"Premium -eg
تاجر غير أمين",B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
605,السماعة تستاهل اكثر من ثمنها,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
606,العلبه جات فارغه,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
607,صوت وأداء وعزل وسهولة استخدام وتوصيل بجهازين بسلاسة .. كل ذلك بسعر مناسب,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
608,"اتحطت عالشاحن اكتر من ١٠ ساعات ولم تشحن ولم تعمل وجربت كل المحاولات وغيرت الشاحن ولكن بها مشكلة وتبدو انها بها عيب صناعة لا تعمل
It doesn't work although putting it on charge for 10 hours",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
609,العزل رائع و الصوت رائع و السعر ممتاز,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
610,السماعه ممتازة ولاكن بعد استخدام اسبوع السماعه اليمين قطعت و بعد كده فصلت مشتغلتش تاني اضطريت ارجعها و لاكن هيا كان في الاستخدام ممتازه,B0BZV4QFP8,2025-11-29 22:07:24,محايد
611,ازاى افتح العلبة وألاقى جوا السماعة اليسرى شمع يعنى حد قبلى استعملها!!,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
612,طلبتها مرتين مرة شبة جديد وصلت السماعة اليمين مش شغالة ف طلبتها جديد نفس المشكلة بس المرادي كانت شغالة وفصلت اول ما وصلت ٥٠٪شحن بردو هي هي السماعة اليمين,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
613,شايفها مناسبه جدا وافضل حاجه في سعرها,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
614,"الصوت فيها سئ جدا الاورايمو ب ٩٠٠ج صوتها احلى العزل بيعلق مش ثابت بتوجع الودن
مش عارف واخده تقيمات عاليه ليه اعتقد انها تقيمات فيك",B0BZV4QFP8,2025-11-29 22:07:24,سلبي
615,باظت في ٣ ايام ورجعتها,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
616,انا موصلنيش المنتج وجالي اني استلمت اي الحل,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
617,المنتج وصل بدون شهادة الضمان المحلي.. برجاء ارسال الضمان المحلي للمنتج!,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
618,المنتج جالي مفيش عليه ضمان اتصال و الوكيل مش معترف بيه,B0BZV4QFP8,2025-11-29 22:07:24,سلبي
619,لا يوجد ضمان كما قال,B0BZV4QFP8,2025-11-29 22:07:24,إيجابي
620,"بعد تجربت المنتج اسبوع من الاستخدام الدقيقه هقول رأي بما يرضي الله
اولاً السماعة قيمة مقابل سعر يعني الشركة قللت في خامات التصنيع ولاكن اداء السماعه كويس جداً في كل شيء يعني من الأخر كده مناسبه لسعرها
اولاً الصوت كويس جدا مش عاالي اوي اوي يعني ممكن تلاحظ ان الصوت واطي درجة او اتنين لمه تيجي تسمع حاجه يوتيوب مثلا ولاكن في اغاني علي الفون ممكن تلاحظ ان الصوت عالي ودخ علي حسب تردد الحاجه بس هوا في العموم الصوت واطي درجتين ومش هتحس بده اصلا مع الإستخدام
ثانياً المايك ....المايك كويس جدا بيقدم اداء كويس جدا حدا مقارنة بسماعات اغلي وفيها اربعه مايك دي تتفوق عليهم بصراحه الصوت بيكون مسموع كويس جدا في المكالمات..
لاكن عزل ضوضاء في المايك مش موجود❌
المايك حرفياً ممكن يجيب صوت الناس اللي قاعده بتتكلم تحت في الشارع وتحس انهم معاك في الغرفه
ثالثاً..الألعاب السماعه كويسه جدآ في الألعاب وفيها جيم مو شغال كويس جدا وبيقدم مستوي كويس في اللعبه..ولاكن في تأخير واحد ملي ثانيه وده يعتبر مش عيب اساسا انت مش هتاخد بالك غير لمه تدقق اوي ومع الإستخدام المتكرر مش هتلاحظ ان في حاجه ولا في فرق
رابعاً.البطاريه بص كل سماعه فيهم قادره تشتغل متواصل لمدة 5ساعات في الشحنه الوحده وسريعه جدآ في الشحن ومش بتسخن وسريعه كمان في شحن البوكس ..والبوكس بيشحن المساعه كتير جدا انت ممكن تشحن البوكس كل ثلاث ايام مثلا لو انت استخدامك كتير جدآ
ودي كانت تجربتي مع السماعه دي ورأي في النهاية ان السماعه دي كويسه جدا جدا وقيمه مقابل سعر ..لو انت شخص بدور علي سماعه مكالمات بدون عزل ضوضاء وصوتها كويس ومش مهم عندك خامة السماعه يبقا السماعه دي انسب اختيار ليك وقويه وجباره وانصح اي حد يشتري السماعه ويجرب 🙏🏻",B0F7FVY8FS,2025-11-29 22:07:24,محايد
621,"*بص افتكر ان السماعه دي رخيصه قدام الي بتدديه*

-صوت عالي و البيس حلو نسبيا 9/10 (ممكن تعدل البروفيل لحد ما تظبطا علي مزاجك)

- ميك واضح و نقي 8/10 (جميل بصراحه)

- عزل صوت الميك في الشارع 5/10 (الي بتكلمه ممكن يجيله صداع)

- عزل صوت الميك في البيت 7/10 (ممكن الي بتكلمه يسمع إلى جمبك في الاوضه)

- بطاريه بنسبالي حلوه نسبيا لاستعمالي 9/10 (بتقعد كتير معاك متخافش)

- خامة العلبه 8/10 (بس بصراحه يعتبر جامد علي سعرها)

- خامة السماعه نفسها 10/10 (انصحك تشتري كفر علشان حتتخدش بسرعه منك)

*بياجي مع السماعه وصلت شحن مخصوص للسماعه (قصير جدا)
*بياجي مع السماعه مداخل للاذن متعددة المقاسات (صغير و وسط ده الي متركب اصلا في السماعه و كبير)
*بياجي مع السماعه كتالوج حلو ويسهل جدا في لغه عربيه
*السمعه بتدعم التطبيق araimo sound
*خلي بالك لازم تفك اللزقة من السماعه علشان تعرف تشحنها و متفصلش منك
*السماعه بتاجي مشحونه (جاتلي كدا)
*في زرار reset في السماعه علشان لو علقت معاك ولا حاجه تعملها إعادة تشغيل (تفاصيل اكتر في الكتالوج
---------------------------------‐-------------------------
||السماعه بالسعر ده و المواصفات دي تستهال انك تشتريها||
-----------------------------------------------------------
---> ♡و صلي علي النبي♡",B0F7FVY8FS,2025-11-29 22:07:24,محايد
622,"منتج يلبى الاحتياج خامة جميلة والصوت واضح وتتحمل مشقة العمل خاصتا فى صالات الجيم وتمنع الصوت والشكل كما فى الوصف
منتج أوصى به",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
623,بطاريتها كويسة لغاية دلوقتى وشحنها مش بيستغرق كتير وصوتها مسموع كويس بس فيها مشكلة أنة اللى بيسمعك يكاد سامع ولازم تزعق علشان يسمعك كويس,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
624,"المنتج ممتاز جدا وعن تجربة ويملكه كل افراد الاسرة

مسافة الى 10m
تطبيق خاص بالشركة (Oraimo Sound)
مدة استعمال طويلة
صوت جيد",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
625,"السماعه جامده جدا والبيز فيها تحفه والسماعات نفسها خفيفه جدا وبالذات شكلها الشفاف دا وكمان مبتفصلش شحن بسرعه وبتتوصل بسرعه بالبرنامج والموبايل
بس اللي معجبنيش أن علبة البوكس مش ممغنطه يعني ممكن تتفتح غصب عنك ولاكن المغناطيس اللي ماسك السماعات قوي جدا.
بشكل عام هي جميله جدا وتستحق سعرها",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
626,لطيفة وشغالة من فترة بس اللي يشتريها يسمع بس المايك مش شغال خالص مش بتدعم اي مكالمات,B0F7FVY8FS,2025-11-29 22:07:24,محايد
627,اشتريتها جت النهارده حلوة اوى بس عضم السماعه نفسه وجع عضم ودنى وبتقع بسهوله يمكن لانى متعوده على اللى ب سلك بس صوت حلو اوى اوى وف المكالمات ممتازه و واضحه بس مفيش عزل صوت دى خالص هى جميله بس ملهاش غيارات منك للساعه عدل. اشتروها حلوة بالنسبه لسعرها,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
628,جيدة مقابل السعر,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
629,سماعه جيد صوتها جميل جدا والعزل جامد جدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
630,كويسه بالنسبه لسعرها,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
631,سماعه محترمه كفايه البيز اللي فيها عيبها الوحيد انها في المكالمات وحشه جدا,B0F7FVY8FS,2025-11-29 22:07:24,محايد
632,عوز ابدل المنح بوحدة تاني ازاي,B0F7FVY8FS,2025-11-29 22:07:24,سلبي
633,صوتها حلو ورايق بس كل شويه توقف وافضل افتح واقفل لحد ما تشتغل بعد ٨ شهور تقريبا لكن في المجمل صوتها صافي وعالي وبتشتغل في الاخر 😄,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
634,جيد,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
635,هي السماعه حلوه خالص من ناحيه الصوت والمايك ملحوظه المايك مش شغال غير في المكالمات يعني لو هتفتح اي تطبيق يحتاج مايك مش شغاله فيه ومش لطيفه خالص في الودن مع الاستخدام الكثير وبالنسبه للالعاب في الالعاب فيها تاخير بسيط خالص خالص ما حدش هيلاحظه قوي وبالنسبه للبطاريه فهي حلوه جدا جدا بتطول خالص بتقعد حوالي ست ساعات للمره او اكثر,B0F7FVY8FS,2025-11-29 22:07:24,محايد
636,رائعه كصوت وتحمل وبطاريه مكنتش متخيل الجوده تبقي عاليه كده,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
637,جودة المايك ممتازه ولاكن ظهر خلل بعد اسبوعان من الاستخدام جودة الصوت ممتازه,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
638,جميل جدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
639,روعة و Quality عالية,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
640,جميله جدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
641,سماعة جيدة و تعزل الصوت,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
642,"المنتج حلو جدا ويستاهل للناس اللي مبتستخدمش
السماعات كتير وانت تقدر طبعا ان انت تغير الايكولايزر EQ بتاع السماعه من خلال تطبيق اورايمو ساوند وفيها الجيم مود وبرده حلو جدا بيقلل التاخير ما بين الجهاز والسماعه بشكل حلو جدا برده والبطاريات فيها برده بتقعد مده كويسه انا بنصحها للناس اللي ما بتحبش سماعات كثير بس الناس اللي عايزه يعني اداء اقوى منها شويه ومعاها فلوس برده تجيب الفري بودز 3 سي احسن وبرده المنتج حلو برده وابقى اجيب له جراب حلو عشان برده الخامه بتاعته مش قد كده الخامه بتاعته بلاستيك يعني حلو شويه ووحش شويه يعني جيب له جراب خامته تبقى حلوه ولو حافظت عليها يعيش معاك سنين",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
643,جدا جدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
644,"الخامه بتاعته مقبوله بس مش احسن حاجه
و الصوت جاااامد و لما تنزل تطبيق arimo sound
هتعرف تتحكم في السماعه و الصراحه تستحق سعرها
لاكن خامة السماعه نفسها حلوه",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
645,"هي كويسة جدا بس فيها عيب واحد
المايك بتاعها مش كويس واحيانا بتضطر اني اتكلم من الموبايل نفسه",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
646,السماعه جيده في الميوزبك لكن مش افضل حاجه في عزل الضوضاء لكن سعرها كويس بالنسبه لخامتها,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
647,كويسة,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
648,انا جربت سماعات كتير الغالي و الرخيص و ديه تقريبا ف النص يعني صوتها حلو بس م احسن حاجه سمعتها خالص الماسك وحش جدا بس هي ك قيمه مقابل سعر كويسه تقريبا,B0F7FVY8FS,2025-11-29 22:07:24,محايد
649,نصيحه اشتروها حاجه اصليه وتعيش بدل الكوبي,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
650,"اولا هيا مفيهاش عزل وصوتها في الميك وحش تحس انك بتكلم من بعيد لو جيت تسمع نفسك ف في الميك او مكالمات
هديها عن تجربتي 4 من 10

الصوت
بصراحة صوتها كويس جدا جدا جدا في الفئة السعرية دي هديلو 9 من 10 وانا بشكل عام انا جربت الصوت في الدوشة وعلي الدائري وانا راكب مكنة ف صوتها كويس وعالي وواضح في كل الحالات تحفة بس بشرط لو هتستخدم الابلكيشن بتاعها لان البيز بتاعها عالي ف هتحتاج تظبط الصوت علي مزاجح ونا عدلتو وافتكر اني قولتلك لو هتستخدمها من غير الابلكيشن يبقا منصحكش بصوتها وخلي بالك هتلاقي فيها تاخر بطئ في الصوت ومش ملحوظ بس خدت بالي انو ف الاغاني او الفديو مش هيبان اصلا هيبا لما يجيلك اشعار علي الموبيل او لو كنت بتكتب علي الكيبور وتاخير اقل من الثانية يعني بالنسبالي عادي ومش ملحوظ

البوكس
هيا تالت يوم وقعت مني غصب عني ومحصلهاش حاجة بس خدت ختش ودا ع حسب وقعتها بس البوكس تحسو بلاستك علي عضم يعني مش احسن حاجة ف هتلها الجراب بتاعها ف هدي البوكس 6 من 10

السنسور مش سريع ومش بطيئ

البطارية كويسة جدا 10 من 10 مش هتحس اصلا انها بتفصل منك ومش هتشحنها كتير اصلا ممكن كل كام يوم تشحنها لان البوكس نفسو هيقضيها والسماعة نفسها كويسة انا مجاش معايا اصلا انها تفصل مني وكنت بستخدمها ٤ ساعات متواصلين

مجربتهاش في الالعاب ف معنديش فكرة

انصحك بيها لو هتجيبها ك اغاني وصوت لاكن لو ك مايك ف متستناش السماعة دي يكون فيها عزل وبالسعر دا لازم نكون مدركين ان كل سعر ولية ادائو وبصراحة انا شايف انها كويسة لسعرها ك صوت
انا موبايلي ايفون ولو ايفون هتنفعك",B0F7FVY8FS,2025-11-29 22:07:24,محايد
651,جودة الصوت هايله في الموسيقي وجيده في المكالمات اذا كنت في مكان مغلق (منزل او مكتب),B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
652,ممتاذ,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
653,"جميله جدا جدا جدا جدا جدا
الصوت ممتاز
المكالمات الهاتفية
والعاب جميله
وشحن السماعات ممتازه
يعنى سماعه ممممممتازه",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
654,جميله,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
655,محترمة,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
656,حاجه كده في منتهي الروعه عن تجربه وف الالعاب تجربه حلوه مفيش تأخير بالنسبه لسعرها حاجه روعه جدا ياريت كل الشركات تبقي كوايسه كده . السعر 640ج . بتقعد ف المكالمات متواصل 3 ساعات ونص وسماع القرأن 6 ساعات متواصله. بعد التجربه مقارنه بسماعات اخري شركة اورايمو بجد حاجه محترمه,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
657,سماعة رائعه ولم يكن بها اي مشكله ابدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
658,تحفه بجد. البطاريه ما شاء الله بتعدي الاسبوعين مرتاح,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
659,حلوة صوتها حلو ومش بتقطع حلوة على سعرها,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
660,جميل,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
661,"قيمة مقابل سعر لكنها متعبة شويتين
تما
Oraimo FreePods Lite
صوت نقي وباس قوي، مناسب. بطارية قوية (بتقعد حوالي 8 ساعات والسوكت يكمل لـ40 ساعة). تصميم خفيف ومريح، وكمان شكلها شيك. فيها مقاومة للمياه (IPX4)،
فمناسبة للتمرين في الجيم والعرق
. العيوب:
جودة المكالمات مش الأفضل في الزحمة أو
الضوضاء.
مفيش عزل ضوضاء نشط ((ANC)).

لكنها متعبة جدا ومرهقة للأذن",B0F7FVY8FS,2025-11-29 22:07:24,محايد
662,حلوه بس من اول يوم جبتها وهي ساعات بتعلق في سماعه وتشتغل علي طول بتفصل لثانيه وترجع ولسه لحد النهاردة بتعمل كده تحربه اسبوع,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
663,افضل ايربودز مقارنه لسعرها افضل ايربودز ممكن تشتريها بطاريتها رهيبه جدا,B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
664,هي حلوة بس صوتها واطي بالنسبة لسماعة ارخص منها وكمان الباس مش احسن حاجه,B0F7FVY8FS,2025-11-29 22:07:24,محايد
665,"رائعه جدا
جودة صوت رائعه
صوت كويس وعالي نسبياً
شكلها وستايلها جميل
ابلكيشن تحكم كامل ومفيد

عيبها الوحيد لو حركة كتير وشديدة ثباتها مش عالي",B0F7FVY8FS,2025-11-29 22:07:24,إيجابي
